Country,Year,Begin,End,Outcome,Region
Philippines,1988,1983,1992,Success,East Asia and Pacific
Philippines,1989,1983,1992,Success,East Asia and Pacific
Philippines,1990,1983,1992,Success,East Asia and Pacific
Philippines,1991,1983,1992,Success,East Asia and Pacific
Philippines,1992,1983,1992,Success,East Asia and Pacific
Philippines,2006,2006,2010,Success,East Asia and Pacific
Philippines,2007,2006,2010,Success,East Asia and Pacific
Philippines,2008,2006,2010,Success,East Asia and Pacific
Philippines,2009,2006,2010,Success,East Asia and Pacific
Philippines,2010,2006,2010,Success,East Asia and Pacific
Poland,1919,1919,1922,Success,Europe and Central Asia
Poland,1920,1919,1922,Success,Europe and Central Asia
Poland,1921,1919,1922,Success,Europe and Central Asia
Poland,1922,1919,1922,Success,Europe and Central Asia
Poland,1984,1984,1990,Success,Europe and Central Asia
Poland,1985,1984,1990,Success,Europe and Central Asia
Poland,1986,1984,1990,Success,Europe and Central Asia
Poland,1987,1984,1990,Success,Europe and Central Asia
Poland,1988,1984,1990,Success,Europe and Central Asia
Poland,1989,1984,1990,Success,Europe and Central Asia
Poland,1990,1984,1990,Success,Europe and Central Asia
Portugal,1902,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1903,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1904,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1905,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1906,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1907,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1908,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1909,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1910,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1911,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1912,1902,1912,Failed liberalization,Europe and Central Asia
Portugal,1970,1970,1976,Success,Europe and Central Asia
Portugal,1971,1970,1976,Success,Europe and Central Asia
Portugal,1972,1970,1976,Success,Europe and Central Asia
Portugal,1973,1970,1976,Success,Europe and Central Asia
Portugal,1974,1970,1976,Success,Europe and Central Asia
Portugal,1975,1970,1976,Success,Europe and Central Asia
Portugal,1976,1970,1976,Success,Europe and Central Asia
Republic of the Congo,1945,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1946,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1947,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1948,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1949,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1950,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1951,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1952,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1953,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1954,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1955,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1956,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1957,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1958,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1959,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1960,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1961,1945,1961,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1980,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1981,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1982,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1983,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1984,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1985,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1986,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1987,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1988,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1989,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1990,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1991,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1992,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,1993,1980,1993,Failed liberalization,Sub-Saharan Africa
Republic of the Congo,2002,2002,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Republic of the Congo,2003,2002,2003,Stabilized electoral autocracy,Sub-Saharan Africa
Republic of Vietnam,1946,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1947,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1948,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1949,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1950,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1951,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1952,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1953,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1954,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1955,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1956,1946,1956,Failed liberalization,East Asia and Pacific
Republic of Vietnam,1966,1966,1968,Stabilized electoral autocracy,East Asia and Pacific
Republic of Vietnam,1967,1966,1968,Stabilized electoral autocracy,East Asia and Pacific
Republic of Vietnam,1968,1966,1968,Stabilized electoral autocracy,East Asia and Pacific
Romania,1990,1990,1992,Success,Europe and Central Asia
Romania,1991,1990,1992,Success,Europe and Central Asia
Romania,1992,1990,1992,Success,Europe and Central Asia
Russia,1987,1987,1995,Preempted transition,Europe and Central Asia
Russia,1988,1987,1995,Preempted transition,Europe and Central Asia
Russia,1989,1987,1995,Preempted transition,Europe and Central Asia
Russia,1990,1987,1995,Preempted transition,Europe and Central Asia
Russia,1991,1987,1995,Preempted transition,Europe and Central Asia
Russia,1992,1987,1995,Preempted transition,Europe and Central Asia
Russia,1993,1987,1995,Preempted transition,Europe and Central Asia
Russia,1994,1987,1995,Preempted transition,Europe and Central Asia
Russia,1995,1987,1995,Preempted transition,Europe and Central Asia
Rwanda,1955,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1956,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1957,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1958,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1959,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1960,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1961,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,1962,1955,1962,Failed liberalization,Sub-Saharan Africa
Rwanda,2003,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2004,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2005,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2006,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2007,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2008,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2009,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2010,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2011,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2012,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2013,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2014,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2015,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2016,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2017,2003,2018,Censored,Sub-Saharan Africa
Rwanda,2018,2003,2018,Censored,Sub-Saharan Africa
Sao Tome and Principe,1987,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1988,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1989,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1990,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1991,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1992,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1993,1987,1994,Success,Sub-Saharan Africa
Sao Tome and Principe,1994,1987,1994,Success,Sub-Saharan Africa
Senegal,1960,1960,1961,Failed liberalization,Sub-Saharan Africa
Senegal,1961,1960,1961,Failed liberalization,Sub-Saharan Africa
Senegal,1968,1968,1970,Failed liberalization,Sub-Saharan Africa
Senegal,1969,1968,1970,Failed liberalization,Sub-Saharan Africa
Senegal,1970,1968,1970,Failed liberalization,Sub-Saharan Africa
Senegal,1983,1983,1988,Success,Sub-Saharan Africa
Senegal,1984,1983,1988,Success,Sub-Saharan Africa
Senegal,1985,1983,1988,Success,Sub-Saharan Africa
Senegal,1986,1983,1988,Success,Sub-Saharan Africa
Senegal,1987,1983,1988,Success,Sub-Saharan Africa
Senegal,1988,1983,1988,Success,Sub-Saharan Africa
Serbia,1980,1980,2002,Success,Europe and Central Asia
Serbia,1981,1980,2002,Success,Europe and Central Asia
Serbia,1982,1980,2002,Success,Europe and Central Asia
Serbia,1983,1980,2002,Success,Europe and Central Asia
Serbia,1984,1980,2002,Success,Europe and Central Asia
Serbia,1985,1980,2002,Success,Europe and Central Asia
Serbia,1986,1980,2002,Success,Europe and Central Asia
Serbia,1987,1980,2002,Success,Europe and Central Asia
Serbia,1988,1980,2002,Success,Europe and Central Asia
Serbia,1989,1980,2002,Success,Europe and Central Asia
Serbia,1990,1980,2002,Success,Europe and Central Asia
Serbia,1991,1980,2002,Success,Europe and Central Asia
Serbia,1992,1980,2002,Success,Europe and Central Asia
Serbia,1993,1980,2002,Success,Europe and Central Asia
Serbia,1994,1980,2002,Success,Europe and Central Asia
Serbia,1995,1980,2002,Success,Europe and Central Asia
Serbia,1996,1980,2002,Success,Europe and Central Asia
Serbia,1997,1980,2002,Success,Europe and Central Asia
Serbia,1998,1980,2002,Success,Europe and Central Asia
Serbia,1999,1980,2002,Success,Europe and Central Asia
Serbia,2000,1980,2002,Success,Europe and Central Asia
Serbia,2001,1980,2002,Success,Europe and Central Asia
Serbia,2002,1980,2002,Success,Europe and Central Asia
Seychelles,1963,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1964,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1965,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1966,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1967,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1968,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1969,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1970,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1971,1963,1971,Failed liberalization,Sub-Saharan Africa
Seychelles,1979,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1980,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1981,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1982,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1983,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1984,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1985,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1986,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1987,1979,1987,Failed liberalization,Sub-Saharan Africa
Seychelles,1992,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1993,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1994,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1995,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1996,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1997,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1998,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,1999,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2000,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2001,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2002,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2003,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2004,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2005,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2006,1992,2006,Failed liberalization,Sub-Saharan Africa
Seychelles,2008,2008,2015,Success,Sub-Saharan Africa
Seychelles,2009,2008,2015,Success,Sub-Saharan Africa
Seychelles,2010,2008,2015,Success,Sub-Saharan Africa
Seychelles,2011,2008,2015,Success,Sub-Saharan Africa
Seychelles,2012,2008,2015,Success,Sub-Saharan Africa
Seychelles,2013,2008,2015,Success,Sub-Saharan Africa
Seychelles,2014,2008,2015,Success,Sub-Saharan Africa
Seychelles,2015,2008,2015,Success,Sub-Saharan Africa
Sierra Leone,1951,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1952,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1953,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1954,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1955,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1956,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1957,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1958,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1959,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1960,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1961,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1962,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1963,1951,1963,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1994,1994,1997,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1995,1994,1997,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1996,1994,1997,Failed liberalization,Sub-Saharan Africa
Sierra Leone,1997,1994,1997,Failed liberalization,Sub-Saharan Africa
Sierra Leone,2002,2002,2007,Success,Sub-Saharan Africa
Sierra Leone,2003,2002,2007,Success,Sub-Saharan Africa
Sierra Leone,2004,2002,2007,Success,Sub-Saharan Africa
Sierra Leone,2005,2002,2007,Success,Sub-Saharan Africa
Sierra Leone,2006,2002,2007,Success,Sub-Saharan Africa
Sierra Leone,2007,2002,2007,Success,Sub-Saharan Africa
Singapore,1946,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1947,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1948,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1949,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1950,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1951,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1952,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1953,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1954,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1955,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1956,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1957,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1958,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1959,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1960,1946,1960,Failed liberalization,East Asia and Pacific
Singapore,1968,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1969,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1970,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1971,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1972,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1973,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1974,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1975,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1976,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1977,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1978,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1979,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1980,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1981,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1982,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1983,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1984,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1985,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1986,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1987,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1988,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1989,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1990,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1991,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1992,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1993,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1994,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1995,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1996,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1997,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1998,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,1999,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,2000,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,2001,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Singapore,2002,1968,2002,Stabilized electoral autocracy,East Asia and Pacific
Slovakia,1994,1994,1998,Success,Europe and Central Asia
Slovakia,1995,1994,1998,Success,Europe and Central Asia
Slovakia,1996,1994,1998,Success,Europe and Central Asia
Slovakia,1997,1994,1998,Success,Europe and Central Asia
Slovakia,1998,1994,1998,Success,Europe and Central Asia
Slovenia,1990,1990,1992,Success,Europe and Central Asia
Slovenia,1991,1990,1992,Success,Europe and Central Asia
Slovenia,1992,1990,1992,Success,Europe and Central Asia
Solomon Islands,1960,1960,1980,Success,East Asia and Pacific
Solomon Islands,1961,1960,1980,Success,East Asia and Pacific
Solomon Islands,1962,1960,1980,Success,East Asia and Pacific
Solomon Islands,1963,1960,1980,Success,East Asia and Pacific
Solomon Islands,1964,1960,1980,Success,East Asia and Pacific
Solomon Islands,1965,1960,1980,Success,East Asia and Pacific
Solomon Islands,1966,1960,1980,Success,East Asia and Pacific
Solomon Islands,1967,1960,1980,Success,East Asia and Pacific
Solomon Islands,1968,1960,1980,Success,East Asia and Pacific
Solomon Islands,1969,1960,1980,Success,East Asia and Pacific
Solomon Islands,1970,1960,1980,Success,East Asia and Pacific
Solomon Islands,1971,1960,1980,Success,East Asia and Pacific
Solomon Islands,1972,1960,1980,Success,East Asia and Pacific
Solomon Islands,1973,1960,1980,Success,East Asia and Pacific
Solomon Islands,1974,1960,1980,Success,East Asia and Pacific
Solomon Islands,1975,1960,1980,Success,East Asia and Pacific
Solomon Islands,1976,1960,1980,Success,East Asia and Pacific
Solomon Islands,1977,1960,1980,Success,East Asia and Pacific
Solomon Islands,1978,1960,1980,Success,East Asia and Pacific
Solomon Islands,1979,1960,1980,Success,East Asia and Pacific
Solomon Islands,1980,1960,1980,Success,East Asia and Pacific
Solomon Islands,2002,2002,2004,Preempted transition,East Asia and Pacific
Solomon Islands,2003,2002,2004,Preempted transition,East Asia and Pacific
Solomon Islands,2004,2002,2004,Preempted transition,East Asia and Pacific
Solomon Islands,2007,2007,2010,Success,East Asia and Pacific
Solomon Islands,2008,2007,2010,Success,East Asia and Pacific
Solomon Islands,2009,2007,2010,Success,East Asia and Pacific
Solomon Islands,2010,2007,2010,Success,East Asia and Pacific
Somalia,1941,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1942,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1943,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1944,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1945,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1946,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1947,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1948,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1949,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1950,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1951,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1952,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1953,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1954,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1955,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1956,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1957,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1958,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1959,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1960,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1961,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1962,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1963,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1964,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1965,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somalia,1966,1941,1966,Stabilized electoral autocracy,Sub-Saharan Africa
Somaliland,1993,1993,2010,Success,Sub-Saharan Africa
Somaliland,1994,1993,2010,Success,Sub-Saharan Africa
Somaliland,1995,1993,2010,Success,Sub-Saharan Africa
Somaliland,1996,1993,2010,Success,Sub-Saharan Africa
Somaliland,1997,1993,2010,Success,Sub-Saharan Africa
Somaliland,1998,1993,2010,Success,Sub-Saharan Africa
Somaliland,1999,1993,2010,Success,Sub-Saharan Africa
Somaliland,2000,1993,2010,Success,Sub-Saharan Africa
Somaliland,2001,1993,2010,Success,Sub-Saharan Africa
Somaliland,2002,1993,2010,Success,Sub-Saharan Africa
Somaliland,2003,1993,2010,Success,Sub-Saharan Africa
Somaliland,2004,1993,2010,Success,Sub-Saharan Africa
Somaliland,2005,1993,2010,Success,Sub-Saharan Africa
Somaliland,2006,1993,2010,Success,Sub-Saharan Africa
Somaliland,2007,1993,2010,Success,Sub-Saharan Africa
Somaliland,2008,1993,2010,Success,Sub-Saharan Africa
Somaliland,2009,1993,2010,Success,Sub-Saharan Africa
Somaliland,2010,1993,2010,Success,Sub-Saharan Africa
South Africa,1989,1989,1999,Success,Sub-Saharan Africa
South Africa,1990,1989,1999,Success,Sub-Saharan Africa
South Africa,1991,1989,1999,Success,Sub-Saharan Africa
South Africa,1992,1989,1999,Success,Sub-Saharan Africa
South Africa,1993,1989,1999,Success,Sub-Saharan Africa
South Africa,1994,1989,1999,Success,Sub-Saharan Africa
South Africa,1995,1989,1999,Success,Sub-Saharan Africa
South Africa,1996,1989,1999,Success,Sub-Saharan Africa
South Africa,1997,1989,1999,Success,Sub-Saharan Africa
South Africa,1998,1989,1999,Success,Sub-Saharan Africa
South Africa,1999,1989,1999,Success,Sub-Saharan Africa
South Korea,1946,1946,1949,Failed liberalization,East Asia and Pacific
South Korea,1947,1946,1949,Failed liberalization,East Asia and Pacific
South Korea,1948,1946,1949,Failed liberalization,East Asia and Pacific
South Korea,1949,1946,1949,Failed liberalization,East Asia and Pacific
South Korea,1964,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1965,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1966,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1967,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1968,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1969,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1970,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1971,1964,1971,Failed liberalization,East Asia and Pacific
South Korea,1981,1981,1988,Success,East Asia and Pacific
South Korea,1982,1981,1988,Success,East Asia and Pacific
South Korea,1983,1981,1988,Success,East Asia and Pacific
South Korea,1984,1981,1988,Success,East Asia and Pacific
South Korea,1985,1981,1988,Success,East Asia and Pacific
South Korea,1986,1981,1988,Success,East Asia and Pacific
South Korea,1987,1981,1988,Success,East Asia and Pacific
South Korea,1988,1981,1988,Success,East Asia and Pacific
Spain,1931,1931,1933,Success,Europe and Central Asia
Spain,1932,1931,1933,Success,Europe and Central Asia
Spain,1933,1931,1933,Success,Europe and Central Asia
Spain,1968,1968,1979,Success,Europe and Central Asia
Spain,1969,1968,1979,Success,Europe and Central Asia
Spain,1970,1968,1979,Success,Europe and Central Asia
Spain,1971,1968,1979,Success,Europe and Central Asia
Spain,1972,1968,1979,Success,Europe and Central Asia
Spain,1973,1968,1979,Success,Europe and Central Asia
Spain,1974,1968,1979,Success,Europe and Central Asia
Spain,1975,1968,1979,Success,Europe and Central Asia
Spain,1976,1968,1979,Success,Europe and Central Asia
Spain,1977,1968,1979,Success,Europe and Central Asia
Spain,1978,1968,1979,Success,Europe and Central Asia
Spain,1979,1968,1979,Success,Europe and Central Asia
Sri Lanka,1947,1947,1947,Success,South Asia
Sri Lanka,2011,2011,2015,Success,South Asia
Sri Lanka,2012,2011,2015,Success,South Asia
Sri Lanka,2013,2011,2015,Success,South Asia
Sri Lanka,2014,2011,2015,Success,South Asia
Sri Lanka,2015,2011,2015,Success,South Asia
Sudan,1940,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1941,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1942,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1943,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1944,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1945,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1946,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1947,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1948,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1949,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1950,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1951,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1952,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1953,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1954,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1955,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1956,1940,1956,Failed liberalization,Sub-Saharan Africa
Sudan,1965,1965,1966,Failed liberalization,Sub-Saharan Africa
